,0
SR_Number,1-720573655
Status,-228.4586981583879
ACTIVITY,3.0271186012130555
Involved_ST_Function_Div,-166.00317011949937
Involved_Org_line_3,-104.12752477101493
Involved_ST,-61.964635822358446
SR_Latest_Impact,-820.9262409131253
Product,-643.6608095863786
Country,-1074.430064744708
Owner_Country,-385.0931882075858
time_from_start,-449.0180754292675
time_from_previous_event(start),8.63955085102037
daytime,13363.387652121557
weekday,-7.238331148012147
# ACTIVITY=In Progress,-13.668378601934405
# ACTIVITY=Awaiting Assignment,-14.73109243254847
# ACTIVITY=Resolved,3.5444776198889945
# ACTIVITY=Assigned,29.663258432807396
# ACTIVITY=Closed,1.7306567028737043
# ACTIVITY=Wait - User,11.616305412703987
# ACTIVITY=Wait - Implementation,6.51180420263218
# ACTIVITY=Wait,18.71995121004462
# ACTIVITY=Wait - Vendor,1.0327546244680605
# ACTIVITY=In Call,0.5574208085237143
# ACTIVITY=Wait - Customer,0.3617754003683689
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
