,0
SR_Number,1-718977997
Status,-278.79583555695166
ACTIVITY,28.047539347344
Involved_ST_Function_Div,38.01534179755848
Involved_Org_line_3,-194.3809531819153
Involved_ST,-116.08854755386776
SR_Latest_Impact,-429.4385256552822
Product,-285.5084511066389
Country,-2.3402805963649125
Owner_Country,-306.31238614249526
time_from_start,-559.5009198843453
time_from_previous_event(start),-12.903141030456384
daytime,14977.682171231007
weekday,-6.951801748193773
# ACTIVITY=In Progress,-0.6760324356936765
# ACTIVITY=Awaiting Assignment,47.55428827490347
# ACTIVITY=Resolved,4.13837445519151
# ACTIVITY=Assigned,44.51804831319323
# ACTIVITY=Closed,2.72084553490749
# ACTIVITY=Wait - User,38.959654388124
# ACTIVITY=Wait - Implementation,11.283697848405792
# ACTIVITY=Wait,27.82209506518488
# ACTIVITY=Wait - Vendor,1.174657774024706
# ACTIVITY=In Call,0.11406792347811016
# ACTIVITY=Wait - Customer,0.4444697529616148
# ACTIVITY=Unmatched,5.867567073265179e-06
# ACTIVITY=Cancelled,0.0
