,0
SR_Number,1-730069683
Status,-210.4769790403405
ACTIVITY,-47.63412510888562
Involved_ST_Function_Div,-25.129264666275372
Involved_Org_line_3,-180.69600471769562
Involved_ST,-139.83519382360555
SR_Latest_Impact,-683.6859894048056
Product,-95.3205838496624
Country,-7.07544030582479
Owner_Country,-411.1615478431901
time_from_start,-403.57677356132024
time_from_previous_event(start),-10.001316969882998
daytime,14689.756306524489
weekday,-7.441582939923212
# ACTIVITY=In Progress,15.31923079412378
# ACTIVITY=Awaiting Assignment,-6.979726995919627
# ACTIVITY=Resolved,3.788765600173263
# ACTIVITY=Assigned,29.707975539421668
# ACTIVITY=Closed,2.8931632223114936
# ACTIVITY=Wait - User,24.27494468127906
# ACTIVITY=Wait - Implementation,8.202200673534055
# ACTIVITY=Wait,18.004061959772084
# ACTIVITY=Wait - Vendor,1.2945978872178585
# ACTIVITY=In Call,1.1041968289076596
# ACTIVITY=Wait - Customer,0.21826648167384902
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
