,0
SR_Number,1-712908376
Status,-336.29932517495394
ACTIVITY,-8.89783653931914
Involved_ST_Function_Div,-159.21500537672188
Involved_Org_line_3,-347.92875088159616
Involved_ST,-64.88389974167687
SR_Latest_Impact,1251.975523932574
Product,-457.75702854305905
Country,-96.34546525161053
Owner_Country,-564.7655763514346
time_from_start,-552.0223433625173
time_from_previous_event(start),15.16960462058677
daytime,15790.649559183024
weekday,-5.755277088013917
# ACTIVITY=In Progress,30.159784145414495
# ACTIVITY=Awaiting Assignment,30.65115829806663
# ACTIVITY=Resolved,7.9397470124478815
# ACTIVITY=Assigned,18.24711477782855
# ACTIVITY=Closed,1.5019115400754535
# ACTIVITY=Wait - User,-7.4520433852747905
# ACTIVITY=Wait - Implementation,8.350941130766495
# ACTIVITY=Wait,-164.32099070832416
# ACTIVITY=Wait - Vendor,1.2797214874882026
# ACTIVITY=In Call,0.34943112337726084
# ACTIVITY=Wait - Customer,0.5089017710284004
# ACTIVITY=Unmatched,2.707313527568696e-06
# ACTIVITY=Cancelled,0.0
