,0
SR_Number,1-695452478
Status,-293.3266832904624
ACTIVITY,56.14094901056241
Involved_ST_Function_Div,-42.376067395520224
Involved_Org_line_3,-259.30217774535
Involved_ST,-128.16758556744387
SR_Latest_Impact,-472.43043341495746
Product,-328.58838678161555
Country,76.29940128686029
Owner_Country,-393.1730550853732
time_from_start,-487.7414967302335
time_from_previous_event(start),-10.74356230053189
daytime,14860.578153463546
weekday,-5.83373205652281
# ACTIVITY=In Progress,-2.8833859411655913
# ACTIVITY=Awaiting Assignment,15.040482367941923
# ACTIVITY=Resolved,4.170801666728546
# ACTIVITY=Assigned,39.488347563659595
# ACTIVITY=Closed,3.216320445959158
# ACTIVITY=Wait - User,25.88847437393398
# ACTIVITY=Wait - Implementation,6.773359906289246
# ACTIVITY=Wait,25.29894278662838
# ACTIVITY=Wait - Vendor,1.42312364450938
# ACTIVITY=In Call,-0.26437454192023335
# ACTIVITY=Wait - Customer,0.5071772507039668
# ACTIVITY=Unmatched,-1.5019945491569768e-05
# ACTIVITY=Cancelled,0.0
