,0
SR_Number,1-687710013
Status,-212.58884182503888
ACTIVITY,31.838929840704388
Involved_ST_Function_Div,58.45892651634703
Involved_Org_line_3,-126.79691468676734
Involved_ST,-110.34410414499817
SR_Latest_Impact,-501.0277436135423
Product,-141.98969287433752
Country,240.88871278899478
Owner_Country,-334.3290410582279
time_from_start,-460.56555764870814
time_from_previous_event(start),-4.355519547104705
daytime,15091.589050822298
weekday,-8.23110973687855
# ACTIVITY=In Progress,17.717972008534566
# ACTIVITY=Awaiting Assignment,39.32816474900991
# ACTIVITY=Resolved,4.602643331341192
# ACTIVITY=Assigned,29.50118202922235
# ACTIVITY=Closed,2.4560505827136287
# ACTIVITY=Wait - User,29.70045003203633
# ACTIVITY=Wait - Implementation,10.088737932192164
# ACTIVITY=Wait,18.110151318381845
# ACTIVITY=Wait - Vendor,1.0488074897347108
# ACTIVITY=In Call,0.7147338784853389
# ACTIVITY=Wait - Customer,0.3703291130165549
# ACTIVITY=Unmatched,5.867567073265179e-06
# ACTIVITY=Cancelled,0.0
