,0
SR_Number,1-623778166
Status,-232.89920094562126
ACTIVITY,17.83657074464665
Involved_ST_Function_Div,-38.52671021273741
Involved_Org_line_3,-235.3305810520088
Involved_ST,-121.37407331416463
SR_Latest_Impact,1081.5221369644034
Product,-210.18364498354026
Country,98.51996150738773
Owner_Country,-474.96325363650345
time_from_start,-406.9180530774042
time_from_previous_event(start),30.840538318792497
daytime,16321.299021293586
weekday,-7.849820378207426
# ACTIVITY=In Progress,1.9566775487024806
# ACTIVITY=Awaiting Assignment,24.062664928582688
# ACTIVITY=Resolved,4.526178849244867
# ACTIVITY=Assigned,46.024261693005215
# ACTIVITY=Closed,2.7657220898016046
# ACTIVITY=Wait - User,24.49106770690124
# ACTIVITY=Wait - Implementation,10.025400033572007
# ACTIVITY=Wait,26.931800450068614
# ACTIVITY=Wait - Vendor,1.426425342997
# ACTIVITY=In Call,0.24575041393925215
# ACTIVITY=Wait - Customer,0.41638667982247135
# ACTIVITY=Unmatched,3.7502257627911586e-06
# ACTIVITY=Cancelled,0.0
