iter	Passed	Remaining
400	37305	243000
401	37398	242903
402	37497	242847
403	37594	242775
404	37699	242754
405	37794	242667
406	37881	242533
407	37974	242436
408	38073	242380
409	38159	242236
410	38243	242086
411	38324	241913
412	38410	241774
413	38500	241658
414	38587	241519
415	38678	241414
416	38776	241346
417	38882	241332
418	38977	241248
419	39062	241103
420	39155	241006
421	39249	240914
422	39341	240812
423	39441	240758
424	39540	240700
425	39638	240636
426	39731	240536
427	39831	240487
428	39911	240310
429	39986	240104
430	40086	240051
431	40175	239930
432	40271	239852
433	40359	239727
434	40441	239569
435	40546	239541
436	40632	239405
437	40717	239261
438	40826	239262
439	40914	239134
440	41013	239072
441	41115	239028
442	41201	238894
443	41289	238766
444	41384	238685
445	41476	238581
446	41560	238436
447	41659	238374
448	41761	238330
449	41864	238289
450	41956	238189
451	42043	238057
452	42130	237932
453	42214	237783
454	42296	237624
455	42377	237463
456	42478	237412
457	42582	237381
458	42668	237241
459	42760	237140
460	42849	237027
461	42955	237003
462	43048	236909
463	43048	236909
464	43136	236691
465	43219	236538
466	43315	236461
467	43397	236307
468	43487	236196
469	43585	236125
470	43678	236034
471	43760	235878
472	43844	235733
473	45646	244805
474	45743	244708
475	45825	244531
476	45913	244386
477	46001	244241
478	46081	244055
479	46182	243982
480	46275	243864
481	46360	243709
482	46438	243512
483	46514	243307
484	46597	243135
485	46699	243067
486	46782	242901
487	46877	242797
488	46971	242686
489	47052	242510
490	47139	242360
491	47234	242258
492	47334	242177
493	47410	241976
494	47496	241827
495	47590	241715
496	47682	241598
497	47778	241498
498	47862	241338
499	47943	241163
500	48028	241012
501	48115	240867
502	48223	240827
503	48332	240796
504	48420	240655
505	48501	240481
506	48602	240409
507	48695	240296
508	48771	240099
509	48860	239967
510	48945	239813
511	49031	239665
512	49119	239529
513	49208	239397
514	49301	239284
515	49402	239213
516	49492	239087
517	49590	238999
518	49629	238624
519	49717	238491
520	49815	238402
521	49815	238402
522	49912	238214
523	50003	238091
524	50091	237958
525	50189	237872
526	50262	237664
527	50355	237556
528	50450	237452
529	52250	245360
530	52351	245265
531	52432	245084
532	52527	244961
533	52631	244886
534	52732	244796
535	52824	244662
536	52933	244608
537	53033	244509
538	53124	244371
539	53124	244371
540	53230	244204
541	53315	244040
542	55107	251670
543	55201	251529
544	55312	251464
545	55400	251300
546	55489	251137
547	55582	250989
548	55582	250989
549	55660	250676
550	55745	250495
551	55846	250389
552	55946	250274
553	56035	250114
554	56119	249931
555	56208	249768
556	56292	249586
557	56384	249438
558	56469	249263
559	58271	256648
560	58271	256648
561	60065	263854
562	60065	263854
563	60148	263528
564	60242	263356
565	60322	263128
566	60418	262964
567	60505	262768
568	60577	262503
569	60658	262278
570	60758	262134
571	60840	261917
572	60925	261710
573	61025	261570
574	61112	261373
575	61185	261116
576	61277	260939
577	61377	260798
578	61460	260587
579	61539	260360
580	61635	260204
581	61721	260004
582	63526	267033
583	63526	267033
584	65322	273876
585	65322	273876
586	65401	273507
587	67188	280379
588	67290	280202
589	67378	279968
590	67478	279787
591	67580	279613
592	67684	279446
593	67765	279185
594	67852	278950
595	67933	278688
596	67933	278688
597	68025	278357
598	68127	278187
599	68218	277971
600	68313	277769
601	70130	284554
602	70212	284290
603	70291	284012
604	70396	283836
605	70501	283665
606	70591	283431
607	70591	283431
608	70688	283108
609	72486	289702
610	72575	289453
611	72664	289203
612	72766	289009
613	72850	288741
614	72946	288521
615	73032	288259
616	73132	288058
617	73212	287776
618	73299	287523
619	73299	287523
620	73380	287126
621	73465	286866
622	73556	286627
623	73628	286319
624	73719	286086
625	73800	285811
626	73898	285605
627	73991	285377
628	75786	291704
629	75877	291457
630	75959	291178
631	76047	290923
632	76047	290923
633	76148	290591
634	76238	290342
635	76321	290071
636	76418	289849
637	76501	289577
638	76604	289379
639	76691	289123
640	76784	288892
641	76873	288643
642	78667	294784
643	78755	294521
644	78840	294247
645	78944	294043
646	79023	293748
647	79116	293506
648	79207	293255
649	79207	293255
650	79304	292902
651	81103	298951
652	81192	298680
653	81272	298378
654	81272	298378
655	81356	297967
656	81457	297745
657	81556	297517
658	81647	297258
659	81748	297035
660	83544	302960
661	83634	302689
662	83726	302425
663	83822	302173
664	83822	302173
665	83927	301828
666	84025	301587
667	84120	301336
668	84218	301094
669	84314	300846
670	86133	306735
671	86133	306735
672	86226	306335
673	86303	306007
674	88107	311795
675	88200	311518
676	88292	311235
677	88379	310935
678	88485	310704
679	88590	310469
680	88693	310225
681	88787	309952
682	88892	309720
683	88991	309466
684	89083	309187
685	89100	308650
686	89195	308385
687	89195	308385
688	89278	307945
689	89334	307544
690	91162	313235
691	91248	312929
692	91332	312618
693	91432	312360
694	91519	312060
695	91519	312060
696	91617	311663
697	91715	311398
698	91802	311100
699	91887	310795
700	93686	316279
701	93785	316010
702	93876	315714
703	93977	315455
704	94054	315117
705	94138	314800
706	94231	314516
707	94326	314238
708	94423	313968
709	94519	313695
710	94620	313439
711	94712	313153
712	94799	312853
713	94893	312575
714	94893	312575
715	94983	312148
716	95070	311848
717	95166	311576
718	95255	311286
719	95343	310990
720	95439	310724
721	95537	310462
722	95621	310155
723	95720	309900
724	95824	309659
725	95908	309354
726	96009	309107
727	97808	314316
728	97909	314056
729	98005	313783
730	98086	313462
731	98086	313462
732	98185	313061
733	99984	318209
734	100089	317956
735	100089	317956
736	100188	317544
737	101984	322641
738	101984	322641
739	102085	322223
740	102167	321892
741	102177	321334
742	102277	321057
743	102378	320786
744	102470	320485
745	102563	320190
746	102656	319896
747	102739	319570
748	102819	319236
749	104640	324300
750	104729	323985
751	104835	323723
752	104855	323196
753	104938	322865
754	104938	322865
755	105049	322476
756	105132	322149
757	105220	321834
758	105310	321528
759	105415	321265
760	105504	320957
761	105601	320673
762	105684	320346
763	105781	320063
764	105881	319790
765	105982	319522
766	106072	319218
767	106160	318911
768	106253	318617
769	106344	318318
770	106433	318017
771	106533	317745
772	106636	317484
773	106729	317195
774	106822	316906
775	106926	316651
776	107009	316332
777	107107	316058
778	107198	315766
779	107301	315508
780	107396	315227
781	107487	314936
782	109284	319636
783	109372	319326
784	109480	319077
785	109577	318798
786	109663	318485
787	109763	318212
788	109874	317974
789	109979	317719
790	110068	317418
791	110163	317133
792	110245	316813
793	110336	316517
794	110419	316201
795	110520	315937
796	110610	315641
797	110701	315348
798	110792	315057
799	110882	314763
800	110976	314480
801	111080	314227
802	111186	313980
803	111286	313716
804	111389	313462
805	111479	313171
806	111580	312911
807	111660	312591
808	111744	312286
809	111830	311986
810	111921	311700
811	112038	311487
812	112130	311204
813	112207	310882
814	112302	310607
815	112396	310333
816	112502	310092
817	112589	309799
818	112692	309549
819	112796	309303
820	112910	309085
821	112999	308800
822	113090	308518
823	113195	308277
824	113286	307996
825	113374	307710
826	113469	307444
827	113577	307211
828	113671	306940
829	113752	306638
830	113863	306415
831	113961	306157
832	114055	305888
833	114145	305610
834	114255	305387
835	114371	305177
836	114478	304946
837	114567	304667
838	114666	304415
839	114759	304148
840	114876	303944
841	114983	303714
842	115074	303441
843	115169	303181
844	115276	302952
845	115394	302751
846	115499	302520
847	115588	302243
848	115691	302006
849	115783	301739
850	115863	301441
851	115954	301171
852	116051	300922
853	116131	300626
854	116249	300427
855	116357	300206
856	116457	299961
857	116544	299685
858	116652	299463
859	116751	299219
860	116851	298976
861	116960	298758
862	117054	298502
863	117139	298222
864	117238	297981
865	117349	297770
866	117434	297491
867	117549	297290
868	117646	297044
869	117749	296812
870	117822	296505
871	117928	296284
872	117928	296284
873	118025	295899
874	118116	295638
875	118220	295412
876	120029	299438
877	120127	299191
878	120233	298962
879	120311	298665
880	120353	298278
881	120443	298014
882	120527	297731
883	120638	297518
884	120638	297518
885	120742	297148
886	120834	296887
887	120953	296694
888	121053	296454
889	121133	296166
890	121223	295904
891	121326	295671
892	121448	295487
893	121559	295276
894	121669	295062
895	123515	299053
896	123632	298850
897	123731	298602
898	123832	298361
899	123928	298108
900	124025	297859
901	124106	297572
902	124189	297290
903	124272	297006
904	124366	296750
905	124462	296501
906	124575	296292
907	124655	296002
908	124735	295715
909	124836	295479
910	124950	295273
911	125050	295034
912	125122	294730
913	125210	294462
914	125307	294219
915	125406	293979
916	125499	293726
917	125499	293726
918	125608	293367
919	125695	293102
920	125794	292862
921	125889	292615
922	125981	292361
923	126082	292128
924	126177	291881
925	126259	291605
926	128066	295308
927	128156	295043
928	128265	294825
929	128373	294604
930	128465	294346
931	128558	294092
932	128639	293809
933	128728	293547
934	128817	293283
935	128900	293006
936	129001	292772
937	129106	292545
938	129205	292308
939	129307	292075
940	129419	291868
941	129518	291628
942	129591	291332
943	129690	291094
944	129777	290831
945	129877	290598
946	129877	290598
947	129954	290170
948	131757	293733
949	131757	293733
950	131832	293296
951	131926	293041
952	132034	292821
953	132147	292613
954	132246	292372
955	132337	292115
956	132450	291906
957	132532	291628
958	132627	291379
959	132723	291136
960	132801	290850
961	132893	290598
962	132979	290331
963	133070	290077
964	133177	289856
965	133282	289632
966	133385	289405
967	133486	289173
968	133582	288931
969	135377	292356
970	135377	292356
971	135478	291977
972	135568	291717
973	137397	295192
974	137480	294914
975	137567	294640
976	137663	294390
977	137755	294130
978	137855	293887
979	137938	293610
980	138034	293358
981	138119	293085
982	138209	292824
983	138307	292579
984	138403	292331
985	138511	292107
986	138596	291835
987	138701	291605
988	138793	291349
989	138893	291111
990	138983	290852
991	139078	290602
992	139168	290344
993	139267	290105
994	139376	289885
995	139461	289618
996	139555	289368
997	139631	289082
998	139722	288826
999	139831	288609
1000	139921	288354
1001	140020	288116
1002	140125	287890
1003	140231	287669
1004	140340	287453
1005	140340	287453
1006	140413	287019
1007	140514	286788
1008	140617	286560
1009	140701	286293
1010	140791	286042
1011	140872	285769
1012	140956	285504
1013	142772	288742
1014	142863	288488
1015	142963	288251
1016	143051	287990
1017	143137	287727
1018	143231	287478
1019	143334	287249
1020	143429	287003
1021	143522	286754
1022	143605	286486
1023	143699	286240
1024	143786	285980
1025	143890	285754
1026	143983	285506
1027	144084	285275
1028	144187	285049
1029	144288	284818
1030	144387	284582
1031	144472	284321
1032	144568	284081
1033	144655	283824
1034	144755	283593
1035	144843	283339
1036	144925	283074
1037	145032	282856
1038	145133	282628
1039	145233	282399
1040	145337	282176
1041	145429	281932
1042	145536	281715
1043	145635	281485
1044	145725	281238
1045	145810	280980
1046	145907	280746
1047	145990	280486
1048	146092	280262
1049	146184	280019
1050	146266	279758
1051	146368	279535
1052	146474	279320
1053	146583	279110
1054	146681	278881
1055	146786	278665
1056	146859	278388
1057	146943	278132
1058	147030	277883
1059	147130	277659
1060	147240	277453
1061	147339	277226
1062	147457	277037
1063	147560	276819
1064	147638	276554
1065	147721	276299
1066	147823	276079
1067	147915	275841
1068	148001	275593
1069	148088	275347
1070	148181	275111
1071	148267	274864
1072	148345	274602
1073	148430	274354
1074	148523	274120
1075	148625	273903
1076	148726	273684
1077	148832	273475
1078	148941	273272
1079	149028	273028
1080	149104	272765
1081	149202	272543
1082	149274	272273
1083	149356	272021
1084	149454	271800
1085	149533	271543
1086	149623	271307
1087	149697	271043
1088	149783	270800
1089	149876	270571
1090	149958	270321
1091	150049	270088
1092	150137	269851
1093	150233	269628
1094	150333	269412
1095	150423	269179
1096	150492	268908
1097	150593	268695
1098	150692	268477
1099	150784	268248
1100	150870	268010
1101	150967	267790
1102	151054	267553
1103	151139	267314
1104	151234	267091
1105	151338	266885
1106	151420	266640
1107	151513	266415
1108	151596	266173
1109	151691	265952
1110	151782	265725
1111	151870	265491
1112	151968	265276
1113	152052	265037
1114	152146	264817
1115	152218	264556
1116	152299	264314
1117	152402	264107
1118	152483	263865
1119	152563	263620
1120	152650	263388
1121	152737	263156
1122	152834	262942
1123	152917	262704
1124	153036	262528
1125	153117	262286
1126	153222	262086
1127	153314	261865
1128	153409	261649
1129	153499	261423
1130	153589	261199
1131	153657	260939
1132	153756	260729
1133	153844	260503
1134	153928	260268
1135	154013	260036
1136	154110	259825
1137	154186	259580
1138	154277	259358
1139	154365	259133
1140	154477	258947
1141	154569	258730
1142	154643	258482
1143	154742	258275
1144	154841	258068
1145	154933	257851
1146	155033	257647
1147	155117	257416
1148	155199	257184
1149	155281	256951
1150	155367	256724
1151	155454	256500
1152	155544	256280
1153	155637	256066
1154	155712	255823
1155	155780	255568
1156	155864	255339
1157	155959	255131
1158	156066	254940
1159	156150	254712
1160	156237	254491
1161	156322	254265
1162	156396	254023
1163	156489	253811
1164	156569	253578
1165	156677	253391
1166	156755	253156
1167	156816	252894
1168	156906	252678
1169	156994	252460
1170	157095	252263
1171	157185	252048
1172	157261	251810
1173	157348	251591
1174	157439	251380
1175	157527	251163
1176	157622	250957
1177	157707	250734
1178	157792	250514
1179	157884	250304
1180	157968	250081
1181	158053	249861
1182	158128	249626
1183	158233	249437
1184	158328	249233
1185	158411	249011
1186	158505	248805
1187	158606	248610
1188	158687	248386
1189	158779	248179
1190	158880	247985
1191	158950	247743
1192	159030	247518
1193	159134	247329
1194	159239	247143
1195	159334	246941
1196	159441	246757
1197	159511	246517
1198	159593	246296
1199	159672	246070
1200	159752	245845
1201	159843	245640
1202	159927	245422
1203	160012	245207
1204	160096	244990
1205	160180	244773
1206	160259	244549
1207	160337	244324
1208	160407	244086
1209	160502	243887
1210	160592	243681
1211	160687	243482
1212	160772	243269
1213	160851	243045
1214	160949	242853
1215	161018	242616
1216	161119	242427
1217	161208	242219
1218	161315	242040
1219	161404	241834
1220	161497	241635
1221	161597	241446
1222	161687	241240
1223	161774	241032
1224	161862	240826
1225	161948	240616
1226	162027	240397
1227	162114	240189
1228	162191	239966
1229	162285	239770
1230	162376	239569
1231	162472	239375
1232	162569	239183
1233	162650	238968
1234	162728	238749
1235	162812	238539
1236	162922	238366
1237	163015	238169
1238	163116	237985
1239	163199	237774
1240	163300	237589
1241	163374	237365
1242	163463	237163
1243	163569	236986
1244	163649	236772
1245	163741	236575
1246	163804	236336
1247	163873	236107
1248	163952	235891
1249	164034	235681
1250	164121	235478
1251	164190	235250
1252	164271	235038
1253	164356	234833
1254	164437	234622
1255	164542	234446
1256	164628	234242
1257	164738	234073
1258	164816	233860
1259	164910	233667
1260	165009	233483
1261	165110	233302
1262	165199	233103
1263	165283	232899
1264	165369	232697
1265	165465	232510
1266	165550	232307
1267	165646	232120
1268	165728	231912
1269	165818	231717
1270	165915	231531
1271	166001	231330
1272	166095	231141
1273	166180	230940
1274	166272	230748
1275	166357	230546
1276	166465	230377
1277	166570	230204
1278	166671	230025
1279	166752	229819
1280	166842	229625
1281	166936	229436
1282	167018	229232
1283	167115	229049
1284	167209	228861
1285	167301	228671
1286	167388	228474
1287	167475	228278
1288	167564	228084
1289	167641	227875
1290	167733	227685
1291	167838	227515
1292	167935	227332
1293	168022	227136
1294	168105	226935
1295	168178	226722
1296	168263	226524
1297	168355	226335
1298	168460	226165
1299	168559	225986
1300	168649	225795
1301	168745	225614
1302	168852	225446
1303	168945	225260
1304	169044	225082
1305	169132	224890
1306	169218	224695
1307	169312	224510
1308	169394	224311
1309	169496	224138
1310	169586	223950
1311	169680	223766
1312	169782	223592
1313	169869	223401
1314	169950	223200
1315	170052	223027
1316	170129	222823
1317	170203	222613
1318	170296	222430
1319	170390	222248
1320	170490	222073
1321	170583	221890
1322	170673	221703
1323	170767	221522
1324	170851	221326
1325	170940	221139
1326	171039	220964
1327	171118	220764
1328	171217	220589
1329	171305	220400
1330	171400	220221
1331	171480	220022
1332	171558	219821
1333	171656	219647
1334	171736	219447
1335	171819	219253
1336	171924	219088
1337	172010	218897
1338	172084	218693
1339	172182	218519
1340	172272	218334
1341	172362	218150
1342	172444	217955
1343	172549	217790
1344	172634	217600
1345	172717	217408
1346	172811	217230
1347	172900	217044
1348	172987	216857
1349	173089	216689
1350	173176	216503
1351	173278	216335
1352	173364	216147
1353	173463	215976
1354	173569	215814
1355	173662	215635
1356	173756	215458
1357	173836	215263
1358	173924	215079
1359	174013	214895
1360	174098	214707
1361	174201	214543
1362	174291	214361
1363	174359	214153
1364	174464	213991
1365	174570	213828
1366	174654	213640
1367	174748	213464
1368	174853	213303
1369	174930	213107
1370	175025	212931
1371	175109	212744
1372	175192	212555
1373	175269	212360
1374	175371	212195
1375	175468	212024
1376	175566	211854
1377	175648	211666
1378	175727	211473
1379	175829	211308
1380	175919	211129
1381	176013	210955
1382	176088	210758
1383	176185	210588
1384	176263	210396
1385	176353	210217
1386	176432	210026
1387	176519	209844
1388	176626	209687
1389	176733	209528
1390	176825	209354
1391	176922	209184
1392	177012	209006
1393	177113	208842
1394	177216	208680
1395	177301	208498
1396	177394	208324
1397	177486	208150
1398	177590	207989
1399	177667	207798
1400	177745	207607
1401	177855	207454
1402	177934	207265
1403	178026	207092
1404	178114	206913
1405	178201	206734
1406	178292	206559
1407	178390	206394
1408	178495	206235
1409	178591	206067
1410	178680	205891
1411	178773	205718
1412	178853	205532
1413	178955	205371
1414	179054	205207
1415	179149	205038
1416	179228	204850
1417	179305	204662
1418	179398	204490
1419	179469	204295
1420	179545	204105
1421	179623	203918
1422	179712	203742
1423	179813	203582
1424	179900	203405
1425	179978	203218
1426	180084	203062
1427	180205	202925
1428	180309	202767
1429	180381	202574
1430	180462	202391
1431	180541	202206
1432	180641	202045
1433	180723	201864
1434	180810	201688
1435	180895	201510
1436	181000	201354
1437	181083	201175
1438	181183	201015
1439	181273	200842
1440	181359	200666
1441	181445	200490
1442	181535	200319
1443	181625	200148
1444	181725	199987
1445	181817	199819
1446	181923	199666
1447	182002	199482
1448	182101	199322
1449	182191	199151
1450	182277	198977
1451	182362	198801
1452	182457	198636
1453	182551	198470
1454	182633	198291
1455	182717	198115
1456	182798	197935
1457	182887	197765
1458	182989	197607
1459	183073	197432
1460	183163	197263
1461	183261	197101
1462	183357	196939
1463	183436	196758
1464	183521	196584
1465	183599	196402
1466	183693	196238
1467	183778	196064
1468	183883	195911
1469	183961	195730
1470	184051	195562
1471	184139	195392
1472	184235	195231
1473	184341	195079
1474	184424	194904
1475	184509	194731
1476	184607	194572
1477	184698	194406
1478	184789	194239
1479	184864	194056
1480	184947	193881
1481	185028	193705
1482	185111	193531
1483	185203	193366
1484	185305	193212
1485	185392	193042
1486	185483	192877
1487	185561	192698
1488	185649	192530
1489	185756	192381
1490	185846	192215
1491	185924	192036
1492	186009	191865
1493	186100	191701
1494	186191	191536
1495	186267	191357
1496	186372	191207
1497	186475	191054
1498	186559	190883
1499	186640	190709
1500	186736	190550
1501	186819	190378
1502	186913	190216
1503	186991	190040
1504	187090	189884
1505	187169	189708
1506	187247	189532
1507	187342	189373
1508	187429	189205
1509	187513	189036
1510	187617	188886
1511	187707	188722
1512	187794	188555
1513	187883	188390
1514	187977	188231
1515	188069	188069
1516	188148	187894
1517	188225	187718
1518	188309	187549
1519	188395	187382
1520	188491	187225
1521	188573	187054
1522	188662	186891
1523	188746	186722
1524	188839	186562
1525	188925	186396
1526	189010	186228
1527	189100	186066
1528	189194	185908
1529	189233	185696
1530	189327	185538
1531	189421	185380
1532	189510	185217
1533	189598	185054
1534	189677	184882
1535	189770	184722
1536	189868	184569
1537	189978	184428
1538	190082	184280
1539	190173	184120
1540	190260	183956
1541	190355	183800
1542	190454	183648
1543	190561	183503
1544	190659	183350
1545	190740	183181
1546	190833	183024
1547	190938	182877
1548	191032	182720
1549	191124	182563
1550	191218	182406
1551	191315	182253
1552	191438	182124
1553	191528	181965
1554	191617	181803
1555	191702	181638
1556	191787	181474
1557	191881	181319
1558	191983	181170
1559	192069	181008
1560	192150	180840
1561	192251	180691
1562	192359	180549
1563	192456	180396
1564	192550	180241
1565	192654	180095
1566	192750	179942
1567	192852	179794
1568	192937	179631
1569	193024	179469
1570	193113	179310
1571	193205	179154
1572	193317	179016
1573	193401	178852
1574	193495	178698
1575	193609	178562
1576	193713	178417
1577	193812	178267
1578	193906	178112
1579	194008	177966
1580	194096	177806
1581	194201	177662
1582	194307	177520
1583	194396	177361
1584	194477	177196
1585	194580	177050
1586	194687	176909
1587	194767	176742
1588	194840	176570
1589	194930	176413
1590	195022	176258
1591	195105	176095
1592	195210	175951
1593	195304	175798
1594	195378	175628
1595	195459	175463
1596	195548	175306
1597	195658	175168
1598	195756	175019
1599	195841	174858
1600	195932	174703
1601	196006	174532
1602	196106	174386
1603	196184	174219
1604	196285	174073
1605	196368	173912
1606	196463	173760
1607	196548	173600
1608	196660	173465
1609	196744	173304
1610	196841	173155
1611	196914	172985
1612	196994	172822
1613	197083	172665
1614	197180	172517
1615	197266	172359
1616	197351	172200
1617	197432	172037
1618	197528	171888
1619	197613	171730
1620	197702	171574
1621	197789	171417
1622	197882	171266
1623	197960	171101
1624	198052	170949
1625	198145	170797
1626	198260	170665
1627	198352	170513
1628	198441	170359
1629	198531	170205
1630	198616	170047
1631	198713	169899
1632	198812	169754
1633	198910	169607
1634	198975	169433
1635	199062	169277
1636	199169	169139
1637	199264	168990
1638	199364	168845
1639	199460	168697
1640	199538	168534
1641	199615	168371
1642	199690	168205
1643	199780	168053
1644	199872	167902
1645	199980	167765
1646	200066	167610
1647	200161	167461
1648	200242	167302
1649	200318	167138
1650	200406	166984
1651	200503	166838
1652	200579	166674
1653	200660	166515
1654	200735	166351
1655	200806	166184
1656	200897	166033
1657	200993	165887
1658	201071	165726
1659	201178	165588
1660	201276	165444
1661	201354	165283
1662	201447	165135
