iter	MAE
491	361.1758663
492	360.8119434
493	360.5068357
494	360.2317385
495	359.8805267
496	359.4894349
497	358.9033129
498	358.5453536
499	358.295267
500	358.0630453
501	357.7796725
502	357.4577978
503	357.1945195
504	356.9166153
505	356.6196206
506	356.4077806
507	356.0520714
508	355.7547955
509	355.4887955
510	355.1867448
511	354.8453006
512	354.4861618
513	354.0428168
514	353.7762248
515	353.4100815
516	353.2136667
517	352.7678734
518	352.5422761
519	352.3222822
520	352.1009897
521	351.8600823
522	351.6094639
523	351.3958386
524	351.1243205
525	350.7700882
526	350.5901565
527	350.0847015
528	349.8042039
529	349.4044007
530	349.0024787
531	348.5732523
532	348.2839202
533	347.7622638
534	347.3657521
535	347.1343545
536	346.8267787
537	346.4406835
538	345.9574275
539	345.6935016
540	345.4668603
541	345.3453296
542	345.1360549
543	344.6349732
544	344.3948369
545	344.0107541
546	343.6244472
547	343.4483953
548	342.9787612
549	342.7401922
550	342.3974551
551	341.9735987
552	341.7341754
553	341.6073273
554	341.2398144
555	341.0862735
556	340.6983517
557	340.394403
558	339.9915426
559	339.5445848
560	339.2016477
561	338.8365347
562	338.6185624
563	338.3198385
564	338.0331763
565	337.7122821
566	337.2572922
567	336.9438225
568	336.8060163
569	336.4049426
570	336.1652464
571	335.7450352
572	335.4665847
573	335.2634892
574	334.9560569
575	334.6975091
576	334.3744755
577	334.0495552
578	333.7777232
579	333.5489112
580	333.3076785
581	333.1987726
582	332.9782609
583	332.4967132
584	332.2973976
585	331.9979138
586	331.7751652
587	331.4917273
588	331.3659408
589	331.1416809
590	330.9989892
591	330.5728953
592	330.2840798
593	330.1003673
594	329.822739
595	329.6373845
596	329.3186654
597	329.1327429
598	328.7619225
599	328.4898108
600	328.1325779
601	327.8902675
602	327.5570909
603	327.3080492
604	327.0277469
605	326.7197094
606	326.3450625
607	326.2100276
608	325.8387384
609	325.4976696
610	325.2033868
611	325.0499622
612	324.7361451
613	324.5679442
614	324.3119206
615	323.8940656
616	323.6052613
617	323.3128235
618	322.9826573
619	322.7224889
620	322.6166131
621	322.3892337
622	322.2174598
623	321.9132106
624	321.7102958
625	321.323432
626	321.0788833
627	320.8786633
628	320.6800438
629	320.4389332
630	320.3616335
631	319.8810503
632	319.7013006
633	319.5143426
634	319.1954333
635	318.8606686
636	318.5698608
637	318.3054628
638	318.1894173
639	318.0431622
640	317.8171162
641	317.5880873
642	317.3877024
643	317.1291124
644	316.9229605
645	316.7877727
646	316.5946569
647	316.3982739
648	316.033594
649	315.7298452
650	315.4505394
651	315.1121713
652	314.9640322
653	314.7820729
654	314.46897
655	314.2084033
656	313.9932183
657	313.7695423
658	313.4801636
659	313.1280694
660	312.9989279
661	312.6670001
662	312.4302908
663	312.1059782
664	311.9688108
665	311.7509884
666	311.5205787
667	311.2353854
668	311.1249681
669	310.9470671
670	310.777245
671	310.5389931
672	310.3424081
673	310.1043048
674	309.8312538
675	309.6405859
676	309.4031397
677	309.2482436
678	309.1536158
679	308.8231425
680	308.5965705
681	308.4028349
682	308.2484536
683	308.110368
684	307.9065202
685	307.6520203
686	307.5575606
687	307.2091796
688	306.9746322
689	306.8706468
690	306.7108827
691	306.4801372
692	306.3521531
693	306.2081746
694	305.9980067
695	305.8637532
696	305.6208038
697	305.4947613
698	305.3580877
699	305.2099325
700	305.1027731
701	304.9414993
702	304.7580033
703	304.5176646
704	304.4052518
705	304.2753962
706	304.1444209
707	303.9821017
708	303.8021094
709	303.6573223
710	303.5153065
711	303.3349234
712	303.2135995
713	303.0763003
714	302.9546688
715	302.7957577
716	302.5438155
717	302.5257596
718	302.2358581
719	302.0973639
720	301.8878358
721	301.662109
722	301.4552935
723	301.2637785
724	301.100866
725	301.0667322
726	300.9575137
727	300.8118294
728	300.6582624
729	300.4396492
730	300.3318765
731	300.1606308
732	299.8874669
733	299.6447037
734	299.443043
735	299.3477681
736	299.2351104
737	299.0733243
738	298.8926373
739	298.7075784
740	298.492099
741	298.35157
742	298.2286605
743	297.9939066
744	297.8709201
745	297.7151656
746	297.5776554
747	297.5109982
748	297.3168304
749	297.2437002
750	297.1116204
751	296.9769965
752	296.897308
753	296.6967576
754	296.6534292
755	296.4641939
756	296.3266151
757	296.0245035
758	295.8051926
759	295.5526961
760	295.3732808
761	295.2810354
762	295.0896414
763	295.0148244
764	294.8156385
765	294.6241232
766	294.4549299
767	294.3663876
768	294.2730688
769	294.0272117
770	293.8758105
771	293.7075235
772	293.5485851
773	293.403796
774	293.2480974
775	293.0738002
776	292.905416
777	292.7859098
778	292.7135828
779	292.6002717
780	292.4585672
781	292.2769742
782	292.1092661
783	291.9546727
784	291.8740048
785	291.808455
786	291.7184461
787	291.5496736
788	291.3865805
789	291.2917418
790	291.172956
791	291.0270636
792	290.8829478
793	290.7490438
794	290.7070259
795	290.5821705
796	290.429968
797	290.2702213
798	290.116927
799	289.9151666
800	289.8802233
801	289.7916729
802	289.6311677
803	289.4287451
804	289.2661778
805	289.2294941
806	289.0771009
807	288.9548356
808	288.7439354
809	288.6371599
810	288.4941066
811	288.4220694
812	288.3589683
813	288.2947033
814	288.0906665
815	287.9800955
816	287.8360328
817	287.6574909
818	287.5506117
819	287.3177467
820	287.2057944
821	287.0930182
822	286.9687507
823	286.900665
824	286.8248328
825	286.7441998
826	286.5389622
827	286.4304238
828	286.2578206
829	286.1670854
830	286.0018788
831	285.9383953
832	285.9261684
833	285.7306049
834	285.6785464
835	285.5611393
836	285.458135
837	285.322867
838	285.1601214
839	284.9863872
840	284.8375727
841	284.7267907
842	284.5891009
843	284.5136393
844	284.3374382
845	284.228357
846	284.0801106
847	284.0018412
848	283.8825801
849	283.8315195
850	283.662581
851	283.5562261
852	283.4734421
853	283.3381045
854	283.1574126
855	283.0824442
856	283.0394183
857	282.9917224
858	282.9446209
859	282.8709794
860	282.8074537
861	282.7381308
862	282.5587215
863	282.3862627
864	282.2152689
865	282.0658663
866	281.9667545
867	281.8830431
868	281.8309798
869	281.7404848
870	281.6423393
871	281.5733415
872	281.5064009
873	281.4251679
874	281.3276511
875	281.1987863
876	281.0296208
877	280.9271322
878	280.7722879
879	280.7293978
880	280.5929033
881	280.4263944
882	280.3374483
883	280.2230792
884	280.1451726
885	280.0096282
886	279.9088638
887	279.8349286
888	279.7130632
889	279.6092841
890	279.4847769
891	279.3530717
892	279.1719098
893	279.0726328
894	278.9716973
895	278.8598159
896	278.7765459
897	278.6374325
898	278.5841572
899	278.4671543
900	278.3018067
901	278.2619738
902	278.2118013
903	278.1199463
904	277.9829965
905	277.887792
906	277.8372333
907	277.7606079
908	277.6987533
909	277.6536143
910	277.4504838
911	277.3586938
912	277.2122758
913	277.0976097
914	276.9574761
915	276.9327761
916	276.8655742
917	276.7959995
918	276.7287615
919	276.6829849
920	276.6282079
921	276.5473446
922	276.4460344
923	276.4455208
924	276.3275996
925	276.2299781
926	276.1015424
927	275.9867793
928	275.873155
929	275.8319674
930	275.7361447
931	275.6360763
932	275.5167193
933	275.4336082
934	275.3548739
935	275.2771456
936	275.2166508
937	275.1370283
938	275.0612826
939	275.0079406
940	274.9570916
941	274.8171496
942	274.7020084
943	274.632148
944	274.5533899
945	274.4859299
946	274.3452808
947	274.2737424
948	274.1866134
949	274.0111176
950	273.9615647
951	273.8702736
952	273.7673174
953	273.7053411
954	273.6266815
955	273.4776228
956	273.3828631
957	273.2810921
958	273.1496459
959	273.0726308
960	272.9765204
961	272.8613809
962	272.7780364
963	272.7494793
964	272.6835651
965	272.5356282
966	272.4463347
967	272.377067
968	272.2440553
969	272.1681131
970	272.1019483
971	272.0187548
972	271.8940942
973	271.8187622
974	271.7711184
975	271.6746501
976	271.5414977
977	271.4745191
978	271.3029403
979	271.2780076
980	271.1674119
981	271.0422795
982	270.9614839
983	270.6743043
984	270.5566965
985	270.4787951
986	270.4092561
987	270.2906366
988	270.1223273
989	270.0150026
990	269.8859785
991	269.8369245
992	269.7179286
993	269.6587142
994	269.5287763
995	269.3977206
996	269.1954429
997	269.1140239
998	269.0142371
999	268.8847962
1000	268.7772315
1001	268.7178221
1002	268.6408008
1003	268.5831372
1004	268.5209555
1005	268.4647073
1006	268.2840349
1007	268.1010738
1008	268.0275774
1009	267.9661466
1010	267.8923486
1011	267.8161653
1012	267.7709756
1013	267.6342712
1014	267.5464646
1015	267.4275617
1016	267.3144824
1017	267.2052564
1018	267.1567855
1019	267.0663501
1020	266.9385111
1021	266.8723108
1022	266.7389393
1023	266.6381376
1024	266.5013685
1025	266.3622917
1026	266.2786648
1027	266.1920069
1028	266.1113368
1029	266.0038277
1030	265.9097792
1031	265.8551998
1032	265.7532099
1033	265.669266
1034	265.5658942
1035	265.5030191
1036	265.4247588
1037	265.3797435
1038	265.2860796
1039	265.115395
1040	264.9115245
1041	264.8310966
1042	264.748394
1043	264.6357222
1044	264.5185535
1045	264.4314571
1046	264.3674568
1047	264.219877
1048	264.0671133
1049	263.9475449
1050	263.8211878
1051	263.7494108
1052	263.6900617
1053	263.5884663
1054	263.4559091
1055	263.3499085
1056	263.2228703
1057	263.0709216
1058	263.0283192
1059	262.8845994
1060	262.8219537
1061	262.7139074
1062	262.6056964
1063	262.5108266
1064	262.4472048
1065	262.3980178
1066	262.2956027
1067	262.2432708
1068	262.1439333
1069	262.0621235
1070	261.9956254
1071	261.9372405
1072	261.872324
1073	261.7651612
1074	261.6854595
1075	261.6156212
1076	261.5140215
1077	261.4365888
1078	261.3775792
1079	261.3027564
1080	261.2372497
1081	261.0871063
1082	260.9979347
1083	260.9053106
1084	260.8313226
1085	260.7017969
1086	260.5791469
1087	260.4494429
1088	260.4179985
1089	260.3164269
1090	260.2391857
1091	260.1184946
1092	260.0636387
1093	260.0069237
1094	259.9078133
1095	259.8238307
1096	259.7328942
1097	259.6937297
1098	259.61812
1099	259.5655867
1100	259.4208553
1101	259.3772393
1102	259.2891579
1103	259.2258592
1104	259.1480618
1105	259.1170284
1106	258.9936832
1107	258.9115037
1108	258.8208872
1109	258.7248494
1110	258.5675028
1111	258.4120174
1112	258.2868409
1113	258.2421947
1114	258.1165108
1115	258.0396854
1116	257.9408648
1117	257.8751974
1118	257.8027476
1119	257.733815
1120	257.611965
1121	257.5182627
1122	257.4134631
1123	257.3486556
1124	257.2808623
1125	257.1797992
1126	257.1126733
1127	257.0771781
1128	257.0114049
1129	256.9504013
1130	256.8743034
1131	256.7994493
1132	256.7415284
1133	256.6566077
1134	256.5855497
1135	256.5368316
1136	256.467178
1137	256.4100628
1138	256.3476597
1139	256.2600859
1140	256.1953244
1141	256.0712639
1142	256.0453291
1143	255.9008498
1144	255.7254567
1145	255.6559567
1146	255.5373202
1147	255.4781864
1148	255.4181433
1149	255.3157967
1150	255.2488575
1151	255.121082
1152	255.0416488
1153	254.9995376
1154	254.9467372
1155	254.88256
1156	254.8258454
1157	254.6643097
1158	254.5340175
1159	254.4355722
1160	254.3454949
1161	254.2494043
1162	254.1064291
1163	253.9663646
1164	253.9131543
1165	253.8105144
1166	253.6658011
1167	253.5364722
1168	253.4553477
1169	253.3885509
1170	253.3252596
1171	253.2018134
1172	253.1451379
1173	253.0777304
1174	253.0270882
1175	252.9130973
1176	252.8240609
1177	252.786211
1178	252.7027068
1179	252.6452536
1180	252.5158754
1181	252.4615594
1182	252.3443502
1183	252.2529408
1184	252.1830364
1185	252.1041539
1186	252.0389506
1187	251.9594984
1188	251.8665517
1189	251.7511463
1190	251.6429014
1191	251.5155042
1192	251.4787397
1193	251.3834051
1194	251.3176455
1195	251.2501384
1196	251.1882577
1197	251.1262218
1198	251.0674237
1199	250.9800003
1200	250.8179777
1201	250.7375807
1202	250.6791917
1203	250.6216856
1204	250.499519
1205	250.4447381
1206	250.361087
1207	250.3135173
1208	250.242457
1209	250.1384436
1210	250.0313742
1211	249.970927
1212	249.9161024
1213	249.8307342
1214	249.7601646
1215	249.6386838
1216	249.5316913
1217	249.4757067
1218	249.393174
1219	249.3042969
1220	249.2280035
1221	249.1493553
1222	249.0559468
1223	248.9969693
1224	248.8892889
1225	248.8011027
1226	248.7157279
1227	248.6293104
1228	248.5429877
1229	248.5004924
1230	248.4384414
1231	248.3620412
1232	248.317041
1233	248.2414464
1234	248.1576478
1235	248.0648745
1236	247.9474108
1237	247.8276498
1238	247.7429955
1239	247.6429596
1240	247.5595825
1241	247.4865391
1242	247.4301655
1243	247.3795273
1244	247.3401163
1245	247.2656965
1246	247.1641801
1247	247.1081468
1248	247.0199913
1249	246.9586843
1250	246.869725
1251	246.8163974
1252	246.6982371
1253	246.60784
1254	246.5279746
1255	246.4757843
1256	246.4085861
1257	246.3024489
1258	246.2354047
1259	246.1354098
1260	246.0691795
1261	245.9808008
1262	245.9008063
1263	245.8483963
1264	245.7729639
1265	245.6984575
1266	245.6618223
1267	245.5906888
1268	245.5161819
1269	245.4695157
1270	245.3827251
1271	245.3122268
1272	245.2492477
1273	245.1411967
1274	245.0732379
1275	244.9942615
1276	244.9386949
1277	244.8802024
1278	244.8035508
1279	244.7398767
1280	244.6432231
1281	244.5916766
1282	244.4975354
1283	244.4279661
1284	244.3451667
1285	244.2969279
1286	244.2274714
1287	244.1521509
1288	244.0673782
1289	244.0123474
1290	243.9164526
1291	243.8646087
1292	243.8076528
1293	243.7369057
1294	243.6682582
1295	243.6080977
1296	243.5529012
1297	243.4751476
1298	243.409185
1299	243.3445064
1300	243.2225884
1301	243.1227108
1302	243.0667429
1303	243.009897
1304	242.9352469
1305	242.8606935
1306	242.7082973
1307	242.6528153
1308	242.5912309
1309	242.5210413
1310	242.4382822
1311	242.3739344
1312	242.3242431
1313	242.2793478
1314	242.2509549
1315	242.1780412
1316	242.1030092
1317	242.0416083
1318	241.9966524
1319	241.9538515
1320	241.8871579
1321	241.8514626
1322	241.7830608
1323	241.6466012
1324	241.5658251
1325	241.4998294
1326	241.4488726
1327	241.3715404
1328	241.2989715
1329	241.243265
1330	241.1894784
1331	241.132745
1332	241.0885519
1333	241.0306614
1334	240.9580731
1335	240.903195
1336	240.8149828
1337	240.754357
1338	240.6722186
1339	240.6145138
1340	240.5481318
1341	240.5238441
1342	240.4545729
1343	240.3983766
1344	240.2895545
1345	240.2231572
1346	240.1664035
1347	240.1027176
1348	240.0250101
1349	239.8752345
1350	239.8251584
1351	239.7812779
1352	239.734857
1353	239.6571238
1354	239.5690608
1355	239.5415409
1356	239.5121929
1357	239.4557299
1358	239.3410758
1359	239.2773161
1360	239.1504491
1361	239.10761
1362	239.0638118
1363	239.0223559
1364	238.9370908
1365	238.8872884
1366	238.8229316
1367	238.773878
1368	238.7080506
1369	238.6452075
1370	238.5765434
1371	238.429567
1372	238.3284865
1373	238.2582069
1374	238.2207279
1375	238.1109113
1376	238.0475584
1377	237.9848216
1378	237.9515483
1379	237.8356517
1380	237.7742709
1381	237.7493128
1382	237.6948394
1383	237.6093058
1384	237.5730275
1385	237.5247884
1386	237.4656807
1387	237.3638728
1388	237.3250798
1389	237.2667165
1390	237.219567
1391	237.1536936
1392	237.118797
1393	237.0691364
1394	237.0315739
1395	236.9597709
1396	236.9109766
1397	236.8102608
1398	236.7433619
1399	236.6138494
1400	236.452422
1401	236.3903374
1402	236.3393238
1403	236.2781165
1404	236.172577
1405	236.0842824
1406	236.0143734
1407	235.9558724
1408	235.894887
1409	235.8630001
1410	235.753179
1411	235.7117582
1412	235.6965334
1413	235.6371226
1414	235.5731561
1415	235.4986441
1416	235.4388727
1417	235.3601877
1418	235.1970394
1419	235.1316241
1420	235.039719
1421	235.0119968
1422	234.9551591
1423	234.9105996
1424	234.8540957
1425	234.7753166
1426	234.6714104
1427	234.6107746
1428	234.5282732
1429	234.4770443
1430	234.3589349
1431	234.3243928
1432	234.2817375
1433	234.1847557
1434	234.1011288
1435	234.0455152
1436	234.0040949
1437	233.9793053
1438	233.9360513
1439	233.8669601
1440	233.8547589
1441	233.7940219
1442	233.7306683
1443	233.6960743
1444	233.6131091
1445	233.553197
1446	233.4892371
1447	233.3736074
1448	233.3150584
1449	233.2566268
1450	233.1748034
1451	233.1175843
1452	233.0883565
1453	233.0193358
1454	232.9740723
1455	232.8665263
1456	232.8080713
1457	232.7745812
1458	232.7236596
1459	232.7092711
1460	232.6408076
1461	232.5988874
1462	232.5474907
1463	232.4651197
1464	232.372056
1465	232.3201801
1466	232.2961092
1467	232.2417853
1468	232.1975837
1469	232.1321901
1470	232.0891751
1471	232.058976
1472	231.9978185
1473	231.9539732
1474	231.9052087
1475	231.8255933
1476	231.7634173
1477	231.7162255
1478	231.6812574
1479	231.5632734
1480	231.4805162
1481	231.3681821
1482	231.2565272
1483	231.1721421
1484	231.1390376
1485	231.0879629
1486	231.0058413
1487	230.8897186
1488	230.8607487
1489	230.7822946
1490	230.7418933
1491	230.6871135
1492	230.6325398
1493	230.5326985
1494	230.4344719
1495	230.327054
1496	230.2697754
1497	230.1938624
1498	230.135745
1499	230.1099815
1500	230.0533383
1501	229.9653813
1502	229.8995101
1503	229.8435381
1504	229.7958624
1505	229.7128232
1506	229.6469993
1507	229.5927601
1508	229.5649839
1509	229.4780032
1510	229.4203343
1511	229.3160308
1512	229.2418405
1513	229.2112517
1514	229.1678916
1515	229.0676051
1516	228.9711898
1517	228.8600779
1518	228.742274
1519	228.7037729
1520	228.6328676
1521	228.5714782
1522	228.4726451
1523	228.3846291
1524	228.3385306
1525	228.3056318
1526	228.2639052
1527	228.2135995
1528	228.119443
1529	228.0630174
1530	228.0282408
1531	227.9262828
1532	227.8297233
1533	227.7813893
1534	227.7254086
1535	227.6629251
1536	227.5822743
1537	227.5264959
1538	227.4012122
1539	227.3422598
1540	227.2400272
1541	227.1972507
1542	227.1283684
1543	227.0916208
1544	227.0505363
1545	226.9841956
1546	226.9358986
1547	226.8755074
1548	226.7819116
1549	226.7256499
1550	226.6974918
1551	226.6255634
1552	226.5770394
1553	226.5511263
1554	226.5087959
1555	226.424687
1556	226.3472928
1557	226.2898934
1558	226.2563064
1559	226.1888509
1560	226.132693
1561	226.0744132
1562	225.9865413
1563	225.9259646
1564	225.9049167
1565	225.8519383
1566	225.7507981
1567	225.6802781
1568	225.6036071
1569	225.5439196
1570	225.4787912
1571	225.4660551
1572	225.4149739
1573	225.3360137
1574	225.2718615
1575	225.1809135
1576	225.1228726
1577	225.0404312
1578	224.9622075
1579	224.8902285
1580	224.8247294
1581	224.7843952
1582	224.7214986
1583	224.6343919
1584	224.5803956
1585	224.5507685
1586	224.4971771
1587	224.4522086
1588	224.4262239
1589	224.4031013
1590	224.3390182
1591	224.2922095
1592	224.2212259
1593	224.1652949
1594	224.1033269
1595	224.0387917
1596	223.9972565
1597	223.9365633
1598	223.8524591
1599	223.791266
1600	223.7146375
1601	223.6590593
1602	223.6192242
1603	223.5928188
1604	223.5439669
1605	223.4540459
1606	223.3805423
1607	223.3137776
1608	223.2516334
1609	223.1823937
1610	223.1282956
1611	223.0841393
1612	223.0508394
1613	222.9904772
1614	222.9299581
1615	222.8475267
1616	222.7832473
1617	222.7089762
1618	222.6780795
1619	222.6114397
1620	222.5344016
1621	222.5032229
1622	222.4683958
1623	222.4198103
1624	222.3406831
1625	222.2639302
1626	222.1876435
1627	222.1065929
1628	222.0370085
1629	221.9886882
1630	221.9341222
1631	221.8724666
1632	221.81615
1633	221.7684645
1634	221.7100357
1635	221.6567257
1636	221.6156148
1637	221.5282639
1638	221.4987136
1639	221.4484966
1640	221.3942596
1641	221.3528186
1642	221.3114494
1643	221.2390834
1644	221.1859529
1645	221.1345011
1646	221.0782587
1647	221.000274
1648	220.947396
1649	220.8969564
1650	220.8623103
1651	220.821321
1652	220.7915615
1653	220.7261362
1654	220.701288
1655	220.6566543
1656	220.6086554
1657	220.5593736
1658	220.5030007
1659	220.4552833
1660	220.4014749
1661	220.3711058
1662	220.3284564
1663	220.2779828
1664	220.2011359
1665	220.1536807
1666	220.1147209
1667	220.0473307
1668	220.0114859
1669	219.9764442
1670	219.9186468
1671	219.8496759
1672	219.7975739
1673	219.7472089
1674	219.7169145
1675	219.6809557
1676	219.6086909
1677	219.5540789
1678	219.5177248
